word,part_of_speech,level,category
pound,n,A1,Measurement
meter,n,A1,Measurement
mile,n,A1,Measurement
half,pron,A1,Measurement
quarter,n,A1,Measurement
pair,n,A1,Measurement
piece,n,A1,Measurement
hi,exclam,A1,Expressions
hey,exclam,A1,Expressions
bye,exclam,A1,Expressions
oh,exclam,A1,Expressions
please,exclam,A1,Expressions
thanks,exclam,A1,Expressions
thanks,n,A1,Expressions
yeah,exclam,A1,Expressions
geography,n,A1,Geography
map,n,A1,Geography
history,n,A1,Science & History
science,n,A1,Science & History
age,n,A1,Science & History
bill,n,A1,Other
chart,n,A1,Other
description,n,A1,Other
dish,n,A1,Other
menu,n,A1,Other
machine,n,A1,Other
address,n,A1,Other
anyone,pron,A1,Other
anything,pron,A1,Other
everybody,pron,A1,Other
everyone,pron,A1,Other
everything,pron,A1,Other
nobody,pron,A1,Other
nothing,pron,A1,Other
somebody,pron,A1,Other
someone,pron,A1,Other
something,pron,A1,Other
course,n,A1,Other
diet,n,A1,Other
guess,v,A1,Other
guess,n,A1,Other
health,n,A1,Other
line,n,A1,Other
lot,pron,A1,Other
lot,det,A1,Other
lot,adv,A1,Other
sound,n,A1,Other
sound,v,A1,Other
star,n,A1,Other
summer,n,A1,Other
winter,n,A1,Other
spring,n,A1,Other
fall,v,A1,Other
fall,n,A1,Other
vacation,n,A1,Other
shopping,n,A1,Other
present,n,A1,Other
his,pron,A2,Grammar - Pronouns
mine (belongs to me),pron,A2,Grammar - Pronouns
yours,pron,A2,Grammar - Pronouns
hers,pron,A2,Grammar - Pronouns
myself,pron,A2,Grammar - Pronouns
himself,pron,A2,Grammar - Pronouns
herself,pron,A2,Grammar - Pronouns
itself,pron,A2,Grammar - Pronouns
ourselves,pron,A2,Grammar - Pronouns
themselves,pron,A2,Grammar - Pronouns
anybody,pron,A2,Grammar - Pronouns
none,pron,A2,Grammar - Pronouns
as,conj,A2,Grammar - Conjunctions
although,conj,A2,Grammar - Conjunctions
since,conj,A2,Grammar - Conjunctions
while,conj,A2,Grammar - Conjunctions
between,adv,A2,Grammar - Prepositions
against,prep,A2,Grammar - Prepositions
along,prep,A2,Grammar - Prepositions
along,adv,A2,Grammar - Prepositions
among,prep,A2,Grammar - Prepositions
toward,prep,A2,Grammar - Prepositions
except,prep,A2,Grammar - Prepositions
including,prep,A2,Grammar - Prepositions
onto,prep,A2,Grammar - Prepositions
per,prep,A2,Grammar - Prepositions
all,adv,A2,Grammar - Other
any,adv,A2,Grammar - Other
have,v,A2,Verbs - Have/Do/Get
talk,n,A2,Verbs - Communication
communicate,v,A2,Verbs - Communication
express,v,A2,Verbs - Communication
mention,v,A2,Verbs - Communication
pronounce,v,A2,Verbs - Communication
shout,v,A2,Verbs - Communication
shout,n,A2,Verbs - Communication
complain,v,A2,Verbs - Communication
promise,v,A2,Verbs - Communication
promise,n,A2,Verbs - Communication
suggest,v,A2,Verbs - Communication
greet,v,A2,Verbs - Communication
run,n,A2,Verbs - Movement
drive,n,A2,Verbs - Movement
ride,n,A2,Verbs - Movement
jump,v,A2,Verbs - Movement
jump,n,A2,Verbs - Movement
push,v,A2,Verbs - Movement
pull,v,A2,Verbs - Movement
throw,v,A2,Verbs - Movement
catch,v,A2,Verbs - Movement
hit,v,A2,Verbs - Movement
hit,n,A2,Verbs - Movement
knock,v,A2,Verbs - Movement
drop,v,A2,Verbs - Movement
rise,v,A2,Verbs - Movement
raise,v,A2,Verbs - Movement
enter,v,A2,Verbs - Movement
pass,v,A2,Verbs - Movement
cross,v,A2,Verbs - Movement
cross,n,A2,Verbs - Movement
reach,v,A2,Verbs - Movement
realize,v,A2,Verbs - Mental
recognize,v,A2,Verbs - Mental
expect,v,A2,Verbs - Mental
consider,v,A2,Verbs - Mental
mind,n,A2,Verbs - Mental
mind,v,A2,Verbs - Mental
focus,v,A2,Verbs - Mental
focus,n,A2,Verbs - Mental
worry,v,A2,Verbs - Mental
wish,v,A2,Verbs - Mental
wish,n,A2,Verbs - Mental
use,n,A2,Verbs - Action
produce,v,A2,Verbs - Action
fix,v,A2,Verbs - Action
repair,v,A2,Verbs - Action
destroy,v,A2,Verbs - Action
remove,v,A2,Verbs - Action
replace,v,A2,Verbs - Action
start,n,A2,Verbs - Action
finish,n,A2,Verbs - Action
continue,v,A2,Verbs - Action
shut,v,A2,Verbs - Action
shut,adj,A2,Verbs - Action
lock,v,A2,Verbs - Action
lock,n,A2,Verbs - Action
save,v,A2,Verbs - Action
sleep,n,A2,Verbs - Daily Life
wash,n,A2,Verbs - Daily Life
arrange,v,A2,Verbs - Daily Life
organize,v,A2,Verbs - Daily Life
sort,n,A2,Verbs - Daily Life
smell,v,A2,Verbs - Daily Life
smell,n,A2,Verbs - Daily Life
touch,v,A2,Verbs - Daily Life
rest (remaining part),n,A2,Verbs - Daily Life
rest (sleep/relax),n,A2,Verbs - Daily Life
rest (sleep/relax),v,A2,Verbs - Daily Life
invite,v,A2,Verbs - Social & Other
welcome,n,A2,Verbs - Social & Other
accept,v,A2,Verbs - Social & Other
disagree,v,A2,Verbs - Social & Other
allow,v,A2,Verbs - Social & Other
belong,v,A2,Verbs - Social & Other
own,v,A2,Verbs - Social & Other
borrow,v,A2,Verbs - Social & Other
lend,v,A2,Verbs - Social & Other
seem,v,A2,Verbs - Social & Other
appear,v,A2,Verbs - Social & Other
look,n,A2,Verbs - Social & Other
affect,v,A2,Verbs - Social & Other
cause,n,A2,Verbs - Social & Other
cause,v,A2,Verbs - Social & Other
prevent,v,A2,Verbs - Social & Other
avoid,v,A2,Verbs - Social & Other
beat,v,A2,Verbs - Social & Other
compete,v,A2,Verbs - Social & Other
succeed,v,A2,Verbs - Social & Other
fail,v,A2,Verbs - Social & Other
reduce,v,A2,Verbs - Social & Other
develop,v,A2,Verbs - Social & Other
protect,v,A2,Verbs - Social & Other
attack,n,A2,Verbs - Social & Other
attack,v,A2,Verbs - Social & Other
fight,v,A2,Verbs - Social & Other
fight,n,A2,Verbs - Social & Other
argue,v,A2,Verbs - Social & Other
discover,v,A2,Verbs - Social & Other
invent,v,A2,Verbs - Social & Other
research,n,A2,Verbs - Social & Other
research,v,A2,Verbs - Social & Other
advertise,v,A2,Verbs - Social & Other
attend,v,A2,Verbs - Social & Other
involve,v,A2,Verbs - Social & Other
contain,v,A2,Verbs - Social & Other
achieve,v,A2,Verbs - Social & Other
manage,v,A2,Verbs - Social & Other
behave,v,A2,Verbs - Social & Other
act,v,A2,Verbs - Social & Other
react,v,A2,Verbs - Social & Other
respond,v,A2,Verbs - Social & Other
suppose,v,A2,Verbs - Social & Other
predict,v,A2,Verbs - Social & Other
first,n,A2,Numbers
couple,n,A2,Numbers
later,adj,A2,Time - General
before,adv,A2,Time - General
after,adv,A2,Time - General
past,adv,A2,Time - General
future,adj,A2,Time - General
adult,adj,A2,People - General
owner,n,A2,People - General
guest,n,A2,People - General
population,n,A2,People - General
architect,n,A2,People - Professions
engineer,n,A2,People - Professions
designer,n,A2,People - Professions
assistant,n,A2,People - Professions
assistant,adj,A2,People - Professions
secretary,n,A2,People - Professions
lawyer,n,A2,People - Professions
detective,n,A2,People - Professions
soldier,n,A2,People - Professions
officer,n,A2,People - Professions
chef,n,A2,People - Professions
dentist,n,A2,People - Professions
businessman,n,A2,People - Professions
professor,n,A2,People - Professions
director,n,A2,People - Professions
author,n,A2,People - Professions
finger,n,A2,Body Parts
neck,n,A2,Body Parts
shoulder,n,A2,Body Parts
knee,n,A2,Body Parts
ankle,n,A2,Body Parts
stomach,n,A2,Body Parts
heart,n,A2,Body Parts
blood,n,A2,Body Parts
bone,n,A2,Body Parts
skin,n,A2,Body Parts
hurt,adj,A2,Health
medicine,n,A2,Health
disease,n,A2,Health
illness,n,A2,Health
injury,n,A2,Health
accident,n,A2,Health
fever,n,A2,Health
flu,n,A2,Health
headache,n,A2,Health
drug,n,A2,Health
fit,v,A2,Health
fit,adj,A2,Health
beef,n,A2,Food - Basics
bean,n,A2,Food - Fruits & Vegetables
lemon,n,A2,Food - Fruits & Vegetables
sauce,n,A2,Food - Other
oil,n,A2,Food - Other
jam,n,A2,Food - Other
cookie,n,A2,Food - Other
dessert,n,A2,Food - Other
cook,n,A2,Cooking
boil,v,A2,Cooking
serve,v,A2,Cooking
taste,n,A2,Cooking
taste,v,A2,Cooking
recipe,n,A2,Cooking
oven,n,A2,Cooking
stove,n,A2,Cooking
knife,n,A2,Cooking
fork,n,A2,Cooking
spoon,n,A2,Cooking
roof,n,A2,Home - General
lift,v,A2,Home - General
elevator,n,A2,Home - General
mirror,n,A2,Home - Furniture
carpet,n,A2,Home - Furniture
book,v,A2,Home - Objects
photograph,v,A2,Home - Objects
lamp,n,A2,Home - Objects
towel,n,A2,Home - Objects
soap,n,A2,Home - Objects
plate,n,A2,Home - Objects
tool,n,A2,Home - Objects
suit,n,A2,Clothes
tie,v,A2,Clothes
tie,n,A2,Clothes
belt,n,A2,Clothes
sock,n,A2,Clothes
uniform,n,A2,Clothes
pocket,n,A2,Clothes
light (not heavy),adj,A2,Colors
silver,n,A2,Colors
silver,adj,A2,Colors
village,n,A2,Places - City
downtown,adv,A2,Places - City
downtown,n,A2,Places - City
downtown,adj,A2,Places - City
tower,n,A2,Places - City
campus,n,A2,Places - Education
lab,n,A2,Places - Education
hall,n,A2,Places - Education
gallery,n,A2,Places - Public
factory,n,A2,Places - Public
church,n,A2,Places - Public
farm,v,A2,Places - Nature
land,v,A2,Places - Nature
lake,n,A2,Places - Nature
sea,n,A2,Places - Nature
forest,n,A2,Places - Nature
wood,n,A2,Places - Nature
desert,n,A2,Places - Nature
hill,n,A2,Places - Nature
valley,n,A2,Places - Nature
field,n,A2,Places - Nature
rock (stone),n,A2,Places - Nature
rock (music),n,A2,Places - Nature
stone,n,A2,Places - Nature
ground,n,A2,Places - Nature
earth,n,A2,Places - Nature
airline,n,A2,Transport
subway,n,A2,Transport
underground,adj,A2,Transport
underground,adv,A2,Transport
motorcycle,n,A2,Transport
ship,n,A2,Transport
tour,n,A2,Transport
route,n,A2,Transport
passenger,n,A2,Transport
pilot,n,A2,Transport
question,v,A2,Education
train,v,A2,Education
mark,v,A2,Education
mark,n,A2,Education
mathematics,n,A2,Education
math,n,A2,Education
employee,n,A2,Work
employer,n,A2,Work
boss,n,A2,Work
manager,n,A2,Work
colleague,n,A2,Work
department,n,A2,Work
salary,n,A2,Work
pay,n,A2,Work
earn,v,A2,Work
employ,v,A2,Work
fire,v,A2,Work
task,n,A2,Work
document,n,A2,Work
report,v,A2,Work
schedule,n,A2,Work
fish,v,A2,Animals
bear (animal),n,A2,Animals
monkey,n,A2,Animals
insect,n,A2,Animals
fly,n,A2,Animals
spider,n,A2,Animals
pet,n,A2,Animals
plant,v,A2,Nature
moon,n,A2,Nature
sky,n,A2,Nature
cloud,n,A2,Nature
storm,n,A2,Nature
grass,n,A2,Nature
climate,n,A2,Nature
season,n,A2,Nature
soccer,n,A2,Sports
hockey,n,A2,Sports
golf,n,A2,Sports
skiing,n,A2,Sports
running,n,A2,Sports
score,v,A2,Sports
score,n,A2,Sports
goal,n,A2,Sports
athlete,n,A2,Sports
coach,n,A2,Sports
fan,n,A2,Sports
training,n,A2,Sports
film,n,A2,Entertainment
film,v,A2,Entertainment
stage,n,A2,Entertainment
musician,n,A2,Entertainment
instrument,n,A2,Entertainment
toy,n,A2,Entertainment
toy,adj,A2,Entertainment
app,n,A2,Technology
laptop,n,A2,Technology
tablet,n,A2,Technology
smartphone,n,A2,Technology
screen,n,A2,Technology
printer,n,A2,Technology
technology,n,A2,Technology
digital,adj,A2,Technology
electronic,adj,A2,Technology
download,v,A2,Technology
download,n,A2,Technology
connect,v,A2,Technology
chat,v,A2,Technology
chat,n,A2,Technology
media,n,A2,Media
journalist,n,A2,Media
reporter,n,A2,Media
advertisement,n,A2,Media
advertising,n,A2,Media
little,adv,A2,Adjectives - Size & Shape
huge,adj,A2,Adjectives - Size & Shape
high,adv,A2,Adjectives - Size & Shape
low,adv,A2,Adjectives - Size & Shape
deep,adj,A2,Adjectives - Size & Shape
thick,adj,A2,Adjectives - Size & Shape
thin,adj,A2,Adjectives - Size & Shape
fat,n,A2,Adjectives - Size & Shape
enormous,adj,A2,Adjectives - Size & Shape
round,prep,A2,Adjectives - Size & Shape
square,adj,A2,Adjectives - Size & Shape
square,n,A2,Adjectives - Size & Shape
flat,adj,A2,Adjectives - Size & Shape
good,n,A2,Adjectives - Quality
best,n,A2,Adjectives - Quality
better,adv,A2,Adjectives - Quality
worse,adj,A2,Adjectives - Quality
worst,adj,A2,Adjectives - Quality
excellent,adj,A2,Adjectives - Quality
awful,adj,A2,Adjectives - Quality
brilliant,adj,A2,Adjectives - Quality
normal,adj,A2,Adjectives - Quality
regular,adj,A2,Adjectives - Quality
average,n,A2,Adjectives - Quality
strange,adj,A2,Adjectives - Quality
attractive,adj,A2,Adjectives - Appearance
ancient,adj,A2,Adjectives - Appearance
bright,adj,A2,Adjectives - Appearance
dark,n,A2,Adjectives - Appearance
scared,adj,A2,Adjectives - Feelings & Personality
nervous,adj,A2,Adjectives - Feelings & Personality
worried,adj,A2,Adjectives - Feelings & Personality
surprised,adj,A2,Adjectives - Feelings & Personality
surprising,adj,A2,Adjectives - Feelings & Personality
pleased,adj,A2,Adjectives - Feelings & Personality
polite,adj,A2,Adjectives - Feelings & Personality
rude,adj,A2,Adjectives - Feelings & Personality
intelligent,adj,A2,Adjectives - Feelings & Personality
stupid,adj,A2,Adjectives - Feelings & Personality
serious,adj,A2,Adjectives - Feelings & Personality
patient,n,A2,Adjectives - Feelings & Personality
careful,adj,A2,Adjectives - Feelings & Personality
sweet,adj,A2,Adjectives - Temperature & Taste
simple,adj,A2,Adjectives - Other
usual,adj,A2,Adjectives - Other
unusual,adj,A2,Adjectives - Other
ordinary,adj,A2,Adjectives - Other
particular,adj,A2,Adjectives - Other
major,adj,A2,Adjectives - Other
necessary,adj,A2,Adjectives - Other
free,adv,A2,Adjectives - Other
available,adj,A2,Adjectives - Other
empty,adj,A2,Adjectives - Other
sure,adv,A2,Adjectives - Other
certain,adj,A2,Adjectives - Other
impossible,adj,A2,Adjectives - Other
likely,adj,A2,Adjectives - Other
safe,adj,A2,Adjectives - Other
ill,adj,A2,Adjectives - Other
weak,adj,A2,Adjectives - Other
single,adj,A2,Adjectives - Other
single,n,A2,Adjectives - Other
divorced,adj,A2,Adjectives - Other
alive,adj,A2,Adjectives - Other
dead,adj,A2,Adjectives - Other
asleep,adj,A2,Adjectives - Other
public,adj,A2,Adjectives - Other
public,n,A2,Adjectives - Other
foreign,adj,A2,Adjectives - Other
international,adj,A2,Adjectives - Other
national,adj,A2,Adjectives - Other
wild,adj,A2,Adjectives - Other
helpful,adj,A2,Adjectives - Other
successful,adj,A2,Adjectives - Other
comfortable,adj,A2,Adjectives - Other
whole,adj,A2,Adjectives - Other
further,adj,A2,Adjectives - Other
final,n,A2,Adjectives - Other
noisy,adj,A2,Adjectives - Other
active,adj,A2,Adjectives - Other
lazy,adj,A2,Adjectives - Other
soft,adj,A2,Adjectives - Other
wet,adj,A2,Adjectives - Other
dry,adj,A2,Adjectives - Other
dry,v,A2,Adjectives - Other
narrow,adj,A2,Adjectives - Other
wide,adj,A2,Adjectives - Other
twin,n,A2,Adjectives - Other
twin,adj,A2,Adjectives - Other
yet,adv,A2,Adverbs - Time
already,adv,A2,Adverbs - Time
recently,adv,A2,Adverbs - Time
finally,adv,A2,Adverbs - Time
almost,adv,A2,Adverbs - Degree
nearly,adv,A2,Adverbs - Degree
completely,adv,A2,Adverbs - Degree
extremely,adv,A2,Adverbs - Degree
badly,adv,A2,Adverbs - Manner
slowly,adv,A2,Adverbs - Manner
carefully,adv,A2,Adverbs - Manner
easily,adv,A2,Adverbs - Manner
loud,adj,A2,Adverbs - Manner
loud,adv,A2,Adverbs - Manner
quietly,adv,A2,Adverbs - Manner
suddenly,adv,A2,Adverbs - Manner
immediately,adv,A2,Adverbs - Manner
correctly,adv,A2,Adverbs - Manner
clearly,adv,A2,Adverbs - Manner
definitely,adv,A2,Adverbs - Manner
certainly,adv,A2,Adverbs - Manner
actually,adv,A2,Adverbs - Manner
exactly,adv,A2,Adverbs - Manner
inside,prep,A2,Adverbs - Direction & Place
inside,adv,A2,Adverbs - Direction & Place
inside,n,A2,Adverbs - Direction & Place
inside,adj,A2,Adverbs - Direction & Place
everywhere,adv,A2,Adverbs - Direction & Place
nowhere,adv,A2,Adverbs - Direction & Place
somewhere,adv,A2,Adverbs - Direction & Place
somewhere,pron,A2,Adverbs - Direction & Place
anywhere,adv,A2,Adverbs - Direction & Place
anywhere,pron,A2,Adverbs - Direction & Place
back,adj,A2,Adverbs - Direction & Place
forward,adv,A2,Adverbs - Direction & Place
straight,adv,A2,Adverbs - Direction & Place
straight,adj,A2,Adverbs - Direction & Place
upstairs,adj,A2,Adverbs - Direction & Place
downstairs,adj,A2,Adverbs - Direction & Place
home,adj,A2,Adverbs - Direction & Place
anyway,adv,A2,Adverbs - Other
instead,adv,A2,Adverbs - Other
rather,adv,A2,Adverbs - Other
neither,pron,A2,Adverbs - Other
especially,adv,A2,Adverbs - Other
number,v,A2,Abstract Nouns
fun,adj,A2,Abstract Nouns
ability,n,A2,Abstract Nouns
advantage,n,A2,Abstract Nouns
alternative,n,A2,Abstract Nouns
amount,n,A2,Abstract Nouns
appearance,n,A2,Abstract Nouns
argument,n,A2,Abstract Nouns
arrangement,n,A2,Abstract Nouns
attention,n,A2,Abstract Nouns
audience,n,A2,Abstract Nouns
award,n,A2,Abstract Nouns
background,n,A2,Abstract Nouns
behavior,n,A2,Abstract Nouns
benefit,n,A2,Abstract Nouns
birth,n,A2,Abstract Nouns
chance,n,A2,Abstract Nouns
character,n,A2,Abstract Nouns
choice,n,A2,Abstract Nouns
comment,n,A2,Abstract Nouns
competition,n,A2,Abstract Nouns
condition,n,A2,Abstract Nouns
control,n,A2,Abstract Nouns
control,v,A2,Abstract Nouns
crime,n,A2,Abstract Nouns
danger,n,A2,Abstract Nouns
deal,v,A2,Abstract Nouns
decision,n,A2,Abstract Nouns
effect,n,A2,Abstract Nouns
energy,n,A2,Abstract Nouns
environment,n,A2,Abstract Nouns
experience,n,A2,Abstract Nouns
explanation,n,A2,Abstract Nouns
expression,n,A2,Abstract Nouns
fashion,n,A2,Abstract Nouns
feature,n,A2,Abstract Nouns
habit,n,A2,Abstract Nouns
hope,n,A2,Abstract Nouns
image,n,A2,Abstract Nouns
increase,v,A2,Abstract Nouns
increase,n,A2,Abstract Nouns
introduction,n,A2,Abstract Nouns
knowledge,n,A2,Abstract Nouns
law,n,A2,Abstract Nouns
level,n,A2,Abstract Nouns
luck,n,A2,Abstract Nouns
manner,n,A2,Abstract Nouns
material,n,A2,Abstract Nouns
matter,n,A2,Abstract Nouns
matter,v,A2,Abstract Nouns
memory,n,A2,Abstract Nouns
method,n,A2,Abstract Nouns
movement,n,A2,Abstract Nouns
nature,n,A2,Abstract Nouns
need,n,A2,Abstract Nouns
noise,n,A2,Abstract Nouns
offer,v,A2,Abstract Nouns
offer,n,A2,Abstract Nouns
opportunity,n,A2,Abstract Nouns
pain,n,A2,Abstract Nouns
peace,n,A2,Abstract Nouns
permission,n,A2,Abstract Nouns
position,n,A2,Abstract Nouns
possibility,n,A2,Abstract Nouns
power,n,A2,Abstract Nouns
progress,n,A2,Abstract Nouns
progress,v,A2,Abstract Nouns
purpose,n,A2,Abstract Nouns
quality,n,A2,Abstract Nouns
quantity,n,A2,Abstract Nouns
rate,n,A2,Abstract Nouns
relationship,n,A2,Abstract Nouns
reply,v,A2,Abstract Nouns
reply,n,A2,Abstract Nouns
request,n,A2,Abstract Nouns
role,n,A2,Abstract Nouns
sense,n,A2,Abstract Nouns
series,n,A2,Abstract Nouns
service,n,A2,Abstract Nouns
society,n,A2,Abstract Nouns
solution,n,A2,Abstract Nouns
step,n,A2,Abstract Nouns
stress,n,A2,Abstract Nouns
stress,v,A2,Abstract Nouns
structure,n,A2,Abstract Nouns
surprise,n,A2,Abstract Nouns
surprise,v,A2,Abstract Nouns
system,n,A2,Abstract Nouns
thought,n,A2,Abstract Nouns
tradition,n,A2,Abstract Nouns
understanding,n,A2,Abstract Nouns
variety,n,A2,Abstract Nouns
view,n,A2,Abstract Nouns
voice,n,A2,Abstract Nouns
war,n,A2,Abstract Nouns
adventure,n,A2,Activities
text,v,A2,Communication
discussion,n,A2,Communication
speech,n,A2,Communication
lecture,n,A2,Communication
lecture,v,A2,Communication
notice,v,A2,Communication
notice,n,A2,Communication
sign,n,A2,Communication
sign,v,A2,Communication
kilometer,n,A2,Measurement
half,adv,A2,Measurement
size,n,A2,Measurement
height,n,A2,Measurement
weight,n,A2,Measurement
speed,n,A2,Measurement
distance,n,A2,Measurement
temperature,n,A2,Measurement
